,title,artist,lyrics
8755,War Within a Breath,Rage Against the Machine,Tha world's eye captured
8756,War Within a Breath,Rage Against the Machine,At last in a Mexican pasture
8757,War Within a Breath,Rage Against the Machine,Tha masked screaming land or death
8758,War Within a Breath,Rage Against the Machine,Within a breath
8759,War Within a Breath,Rage Against the Machine,A war from tha depth of time
8760,War Within a Breath,Rage Against the Machine,Who shot four puppet governors in a line
8761,War Within a Breath,Rage Against the Machine,Who shook all tha world bankers
8762,War Within a Breath,Rage Against the Machine,Who think they can rhyme
8763,War Within a Breath,Rage Against the Machine,Shot tha landlords who knew it was mine
8764,War Within a Breath,Rage Against the Machine,"Yes, it's a war from tha depth of time"
8766,War Within a Breath,Rage Against the Machine,Everything can change on a new years day
8767,War Within a Breath,Rage Against the Machine,Everything can change on a new years day
8768,War Within a Breath,Rage Against the Machine,Everything can change on a new years day
8769,War Within a Breath,Rage Against the Machine,"And everything can change on a new years day, come on"
8771,War Within a Breath,Rage Against the Machine,"Oh, hear the masked scream"
8772,War Within a Breath,Rage Against the Machine,War within a breath
8773,War Within a Breath,Rage Against the Machine,It's land or death
8774,War Within a Breath,Rage Against the Machine,War within a breath
8775,War Within a Breath,Rage Against the Machine,It's land or death
8776,War Within a Breath,Rage Against the Machine,War within a breath
8777,War Within a Breath,Rage Against the Machine,It's land or death
8778,War Within a Breath,Rage Against the Machine,War within a breath
8779,War Within a Breath,Rage Against the Machine,It's land or death
8781,War Within a Breath,Rage Against the Machine,It's land or death
8783,War Within a Breath,Rage Against the Machine,Yeah!
8784,War Within a Breath,Rage Against the Machine,"Oh, come on, come on, yes, yes, yes"
8786,War Within a Breath,Rage Against the Machine,It's war within a breath
8787,War Within a Breath,Rage Against the Machine,It's land or death
8788,War Within a Breath,Rage Against the Machine,War within a breath
8789,War Within a Breath,Rage Against the Machine,It's land or death
8790,War Within a Breath,Rage Against the Machine,War within a breath
8791,War Within a Breath,Rage Against the Machine,It's land or death
8792,War Within a Breath,Rage Against the Machine,War within a breath
8793,War Within a Breath,Rage Against the Machine,It's land or death
8794,Testify,Rage Against the Machine,"The movie ran through me, the glamor subdue me"
8795,Testify,Rage Against the Machine,"The tabloid untie me, I'm empty, please fill me"
8796,Testify,Rage Against the Machine,Mister anchor assure me that Baghdad is burning
8797,Testify,Rage Against the Machine,"Your voice, it is so soothing that cunning mantra of killing"
8798,Testify,Rage Against the Machine,I need you my witness to dress this up so bloodless
8800,Testify,Rage Against the Machine,To numb me and purge me now of thoughts of blaming you
8801,Testify,Rage Against the Machine,"Yes, the car is our wheelchair, my witness your coughing"
8802,Testify,Rage Against the Machine,Oily silence mocks the legless who travel now in coffins
8803,Testify,Rage Against the Machine,On the corner the jury's sleepless
8804,Testify,Rage Against the Machine,We found your weakness and it's right outside your door
8806,Testify,Rage Against the Machine,"Now testify, now testify"
8807,Testify,Rage Against the Machine,It's right outside your door
8808,Testify,Rage Against the Machine,"Testify, now testify"
8810,Testify,Rage Against the Machine,"With precision you feed me, my witness I'm hungry"
8811,Testify,Rage Against the Machine,"Your temple, it calms me so I can carry on"
8812,Testify,Rage Against the Machine,My slaving sweating the skin right off my bones
8813,Testify,Rage Against the Machine,On a bed of fire I'm choking on the smoke that fills my home
8815,Testify,Rage Against the Machine,"The wrecking ball is rushing, witness your blushing"
8816,Testify,Rage Against the Machine,The pipeline is gushing while here we lie in tombs
8817,Testify,Rage Against the Machine,While on the corner the jury's sleepless
8818,Testify,Rage Against the Machine,We found your weakness and it's right outside your door
8820,Testify,Rage Against the Machine,"Now testify, now testify"
8821,Testify,Rage Against the Machine,It's right outside your door
8822,Testify,Rage Against the Machine,"Now testify, now testify"
8824,Testify,Rage Against the Machine,Mass graves for the pump and the price is set
8825,Testify,Rage Against the Machine,And the price is set
8826,Testify,Rage Against the Machine,Mass graves for the pump and the price is set
8827,Testify,Rage Against the Machine,And the price is set
8829,Testify,Rage Against the Machine,Mass graves for the pump and the price is set
8830,Testify,Rage Against the Machine,And the price is set
8831,Testify,Rage Against the Machine,Mass graves for the pump and the price is set
8832,Testify,Rage Against the Machine,And the price is set
8834,Testify,Rage Against the Machine,Who controls the past now controls the future
8835,Testify,Rage Against the Machine,Who controls the present now controls the past
8836,Testify,Rage Against the Machine,Who controls the past now controls the future
8837,Testify,Rage Against the Machine,Who controls the present now?
8839,Testify,Rage Against the Machine,"Now testify, now testify"
8840,Testify,Rage Against the Machine,It's right outside your door
8841,Testify,Rage Against the Machine,"Testify, now testify"
8842,Testify,Rage Against the Machine,The war is right outside your door
8843,Sleep Now in the Fire,Rage Against the Machine,The world is my expense
8844,Sleep Now in the Fire,Rage Against the Machine,The cost of my desire
8845,Sleep Now in the Fire,Rage Against the Machine,Jesus blessed me with its future
8846,Sleep Now in the Fire,Rage Against the Machine,And I protect it with fire
8847,Sleep Now in the Fire,Rage Against the Machine,So raise your fists
8848,Sleep Now in the Fire,Rage Against the Machine,And march around
8849,Sleep Now in the Fire,Rage Against the Machine,Don't dare take what you need
8850,Sleep Now in the Fire,Rage Against the Machine,I'll jail and bury those committed
8851,Sleep Now in the Fire,Rage Against the Machine,And smother the rest in greed
8852,Sleep Now in the Fire,Rage Against the Machine,Crawl with me into tomorrow
8853,Sleep Now in the Fire,Rage Against the Machine,Or I'll drag you to your grave
8854,Sleep Now in the Fire,Rage Against the Machine,I'm deep inside your children
8855,Sleep Now in the Fire,Rage Against the Machine,They'll betray you in my name
8857,Sleep Now in the Fire,Rage Against the Machine,Sleep now in the fire
8859,Sleep Now in the Fire,Rage Against the Machine,The lie is my expense
8860,Sleep Now in the Fire,Rage Against the Machine,The scope of my desire
8861,Sleep Now in the Fire,Rage Against the Machine,The Party blessed me with its future
8862,Sleep Now in the Fire,Rage Against the Machine,And I protect it with fire
8863,Sleep Now in the Fire,Rage Against the Machine,I am the Nina The Pinta The Santa Maria
8864,Sleep Now in the Fire,Rage Against the Machine,The noose and the rapist
8865,Sleep Now in the Fire,Rage Against the Machine,And the fields overseer
8866,Sleep Now in the Fire,Rage Against the Machine,The agents of orange
8867,Sleep Now in the Fire,Rage Against the Machine,The priests of Hiroshima
8868,Sleep Now in the Fire,Rage Against the Machine,The cost of my desire
8870,Sleep Now in the Fire,Rage Against the Machine,Sleep now in the fire
8872,Sleep Now in the Fire,Rage Against the Machine,For it's the end of history
8873,Sleep Now in the Fire,Rage Against the Machine,It's caged and frozen still
8874,Sleep Now in the Fire,Rage Against the Machine,There is no other pill to take
8875,Sleep Now in the Fire,Rage Against the Machine,So swallow the one
8876,Sleep Now in the Fire,Rage Against the Machine,That made you ill
8877,Sleep Now in the Fire,Rage Against the Machine,The Nina The Pinta The Santa Maria
8878,Sleep Now in the Fire,Rage Against the Machine,The noose and the rapist
8879,Sleep Now in the Fire,Rage Against the Machine,The fields overseer
8880,Sleep Now in the Fire,Rage Against the Machine,The agents of orange
8881,Sleep Now in the Fire,Rage Against the Machine,The priests of Hiroshima
8882,Sleep Now in the Fire,Rage Against the Machine,The cost of my desire
8884,Sleep Now in the Fire,Rage Against the Machine,Sleep now in the fire
8885,Bulls on Parade,Rage Against the Machine,Come wit it now!
8886,Bulls on Parade,Rage Against the Machine,Come wit it now!
8888,Bulls on Parade,Rage Against the Machine,"The microphone explodes, shattering the molds"
8889,Bulls on Parade,Rage Against the Machine,Either drop tha hits like de la O or get tha f*ck off tha commode
8890,Bulls on Parade,Rage Against the Machine,"Wit tha sure shot, sure ta make tha bodies drop"
8891,Bulls on Parade,Rage Against the Machine,"Drop an don't copy yo, don't call this a co-op"
8892,Bulls on Parade,Rage Against the Machine,"Terror rains drenchin', quenchin' tha thirst of tha power dons"
8893,Bulls on Parade,Rage Against the Machine,That five sided fist-a-gon
8894,Bulls on Parade,Rage Against the Machine,Tha rotten sore on tha face of mother earth gets bigger
8895,Bulls on Parade,Rage Against the Machine,Tha triggers cold empty ya purse
8897,Bulls on Parade,Rage Against the Machine,Rally round tha family! With a pocket full of shells
8898,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8899,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8900,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8902,Bulls on Parade,Rage Against the Machine,"Weapons not food, not homes, not shoes"
8903,Bulls on Parade,Rage Against the Machine,"Not need, just feed the war cannibal animal"
8904,Bulls on Parade,Rage Against the Machine,I walk tha corner to tha rubble that used to be a library
8905,Bulls on Parade,Rage Against the Machine,Line up to tha mind cemetery now
8906,Bulls on Parade,Rage Against the Machine,What we don't know keeps tha contracts alive an movin'
8907,Bulls on Parade,Rage Against the Machine,They don't gotta burn tha books they just remove 'em
8908,Bulls on Parade,Rage Against the Machine,While arms warehouses fill as quick as tha cells
8909,Bulls on Parade,Rage Against the Machine,"Rally round tha family, pockets full of shells"
8911,Bulls on Parade,Rage Against the Machine,Rally round tha family! With a pocket full of shells
8912,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8913,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8914,Bulls on Parade,Rage Against the Machine,They rally round tha family! With a pocket full of shells
8916,Bulls on Parade,Rage Against the Machine,Bulls on parade
8918,Bulls on Parade,Rage Against the Machine,Come wit it now!
8919,Bulls on Parade,Rage Against the Machine,Come wit it now!
8920,Bulls on Parade,Rage Against the Machine,Bulls on parade!
8921,Bulls on Parade,Rage Against the Machine,Bulls on parade!
8922,Bulls on Parade,Rage Against the Machine,Bulls on parade!
8923,Bulls on Parade,Rage Against the Machine,Bulls on parade!
8924,Bulls on Parade,Rage Against the Machine,Bulls on parade!
8925,In My Eyes,Rage Against the Machine,You tell me you like the taste
8926,In My Eyes,Rage Against the Machine,You just need an excuse
8927,In My Eyes,Rage Against the Machine,You tell me it calms your nerves
8928,In My Eyes,Rage Against the Machine,You just think it looks cool
8930,In My Eyes,Rage Against the Machine,You tell me you want to be different
8931,In My Eyes,Rage Against the Machine,You just change for the same
8932,In My Eyes,Rage Against the Machine,You tell me it's only natural
8933,In My Eyes,Rage Against the Machine,You just need the proof
8934,In My Eyes,Rage Against the Machine,Did you fucking get it?
8936,In My Eyes,Rage Against the Machine,It's in my eyes
8938,In My Eyes,Rage Against the Machine,And it doesn't look that way to me
8939,In My Eyes,Rage Against the Machine,In my eyes
8940,In My Eyes,Rage Against the Machine,And it doesn't look that way to me
8941,In My Eyes,Rage Against the Machine,In my eyes
8943,In My Eyes,Rage Against the Machine,You tell me that nothing matters
8944,In My Eyes,Rage Against the Machine,You're just fucking scared
8945,In My Eyes,Rage Against the Machine,You tell me that I'm better
8946,In My Eyes,Rage Against the Machine,You just hate yourself
8948,In My Eyes,Rage Against the Machine,You tell me that you like her
8949,In My Eyes,Rage Against the Machine,You just wish you did
8950,In My Eyes,Rage Against the Machine,You tell me that I make no difference
8951,In My Eyes,Rage Against the Machine,Well at least I'm fucking trying
8952,In My Eyes,Rage Against the Machine,What the f*ck have you done?
8954,In My Eyes,Rage Against the Machine,It's in my eyes
8956,In My Eyes,Rage Against the Machine,And it doesn't look that way to me
8957,In My Eyes,Rage Against the Machine,In my eyes 
8958,In My Eyes,Rage Against the Machine,And it doesn't look that way to me
8959,In My Eyes,Rage Against the Machine,In my eyes
8960,Ashes In the Fall,Rage Against the Machine,A mass of hands press on the market window
8961,Ashes In the Fall,Rage Against the Machine,Ghosts of progress
8962,Ashes In the Fall,Rage Against the Machine,Dressed in slow death
8963,Ashes In the Fall,Rage Against the Machine,Feeding on hunger 
8964,Ashes In the Fall,Rage Against the Machine,And glaring through the promise
8965,Ashes In the Fall,Rage Against the Machine,Upon the food that rots slowly in the aisle
8966,Ashes In the Fall,Rage Against the Machine,A mass of nameless at the oasis
8967,Ashes In the Fall,Rage Against the Machine,That hides the graves beneath the master's hill
8968,Ashes In the Fall,Rage Against the Machine,Are buried for drinking
8969,Ashes In the Fall,Rage Against the Machine,The rivers water while
8970,Ashes In the Fall,Rage Against the Machine,Shackled to the the line at the empty well
8972,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
8973,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over the new ground"
8974,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
8975,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over new ground"
8977,Ashes In the Fall,Rage Against the Machine,Listen to the facist sing
8978,Ashes In the Fall,Rage Against the Machine,"""Take hope here"
8979,Ashes In the Fall,Rage Against the Machine,War is elsewhere
8980,Ashes In the Fall,Rage Against the Machine,You were chosen
8981,Ashes In the Fall,Rage Against the Machine,This is Gods land
8982,Ashes In the Fall,Rage Against the Machine,Soon we'll be free
8983,Ashes In the Fall,Rage Against the Machine,Of blot and mixture
8984,Ashes In the Fall,Rage Against the Machine,"Seeds planted by our Forefathers hand"""
8985,Ashes In the Fall,Rage Against the Machine,A mass of promises
8986,Ashes In the Fall,Rage Against the Machine,Begin to rupture
8987,Ashes In the Fall,Rage Against the Machine,Like the pockets Of the new world kings
8988,Ashes In the Fall,Rage Against the Machine,Like swollen stomachs In Appalachia
8989,Ashes In the Fall,Rage Against the Machine,Like the priest that fucked you as he whispered holy things
8990,Ashes In the Fall,Rage Against the Machine,A mass of tears have transform the stones now
8991,Ashes In the Fall,Rage Against the Machine,Sharpened on suffering 
8992,Ashes In the Fall,Rage Against the Machine,And woven into the slings
8993,Ashes In the Fall,Rage Against the Machine,Hope lies in the rubble of this rich fortress
8994,Ashes In the Fall,Rage Against the Machine,Taking today what tomorrow never brings
8996,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
8997,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over new ground"
8998,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
8999,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over the new ground"
9000,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
9001,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over the new ground"
9002,Ashes In the Fall,Rage Against the Machine,"Ain't the new sound, just like the old sound"
9003,Ashes In the Fall,Rage Against the Machine,"Look at the noose now, over the, over the, over the burning ground"
9005,Ashes In the Fall,Rage Against the Machine,Ain't it funny how the factory doors close
9006,Ashes In the Fall,Rage Against the Machine,Round the time that the school doors close
9007,Ashes In the Fall,Rage Against the Machine,Round the time that the doors of the jail cells
9008,Ashes In the Fall,Rage Against the Machine,Open up to greet you like the reaper
9009,Ashes In the Fall,Rage Against the Machine,Ain't its funny how the factory doors close
9010,Ashes In the Fall,Rage Against the Machine,Round the time that the school doors close
9011,Ashes In the Fall,Rage Against the Machine,Round the time that a hundred thousand jail cells
9012,Ashes In the Fall,Rage Against the Machine,Open up to greet you like the reaper
9014,Ashes In the Fall,Rage Against the Machine,"Oh, oh"
9015,Ashes In the Fall,Rage Against the Machine,Oasis
9016,Ashes In the Fall,Rage Against the Machine,This is no oasis
9018,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
9019,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over the new ground"
9020,Ashes In the Fall,Rage Against the Machine,"This is the new sound, just like the old sound"
9021,Ashes In the Fall,Rage Against the Machine,"Just like the noose wound, over the new ground"
9023,Ashes In the Fall,Rage Against the Machine,Like ashes in the fall
9024,Calm Like a Bomb,Rage Against the Machine,Feel the funk blast
9025,Calm Like a Bomb,Rage Against the Machine,Feel the funk blast
9026,Calm Like a Bomb,Rage Against the Machine,Feel the funk blast
9027,Calm Like a Bomb,Rage Against the Machine,Feel the funk blast
9028,Calm Like a Bomb,Rage Against the Machine,Feel the funk blast
9029,Calm Like a Bomb,Rage Against the Machine,"Yo, yo, yo, yo, yo, yo, check it out, yo, yo, yo"
9031,Calm Like a Bomb,Rage Against the Machine,I be walkin' god like a dog
9032,Calm Like a Bomb,Rage Against the Machine,My narrative fearless
9033,Calm Like a Bomb,Rage Against the Machine,My word war returns to burn
9034,Calm Like a Bomb,Rage Against the Machine,Like Baldwin home from Paris
9035,Calm Like a Bomb,Rage Against the Machine,Like Steel from a furnace
9036,Calm Like a Bomb,Rage Against the Machine,I was born landless
9037,Calm Like a Bomb,Rage Against the Machine,This is tha native son
9038,Calm Like a Bomb,Rage Against the Machine,Born of Zapata's guns
9039,Calm Like a Bomb,Rage Against the Machine,Stroll through tha shanties
9040,Calm Like a Bomb,Rage Against the Machine,And tha cities remains
9041,Calm Like a Bomb,Rage Against the Machine,Same bodies buried hungry
9042,Calm Like a Bomb,Rage Against the Machine,But with different last names
9043,Calm Like a Bomb,Rage Against the Machine,These vultures rob everything
9044,Calm Like a Bomb,Rage Against the Machine,Leave nothing but chains
9045,Calm Like a Bomb,Rage Against the Machine,Pick a point on tha globe
9046,Calm Like a Bomb,Rage Against the Machine,Yes tha pictures tha same
9047,Calm Like a Bomb,Rage Against the Machine,There's a bank There's a church a myth and a hearse
9048,Calm Like a Bomb,Rage Against the Machine,A mall and a loan a child dead at birth
9049,Calm Like a Bomb,Rage Against the Machine,There's a widow pig parrot
9050,Calm Like a Bomb,Rage Against the Machine,A rebel to tame
9051,Calm Like a Bomb,Rage Against the Machine,A whitehooded judge
9052,Calm Like a Bomb,Rage Against the Machine,A syringe and a vein
9054,Calm Like a Bomb,Rage Against the Machine,And tha riot be tha rhyme of tha unheard
9055,Calm Like a Bomb,Rage Against the Machine,"what ya say, what ya say, what ya say, what?"
9056,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9057,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9058,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9060,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9061,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9062,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9063,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9065,Calm Like a Bomb,Rage Against the Machine,This ain't subliminal
9066,Calm Like a Bomb,Rage Against the Machine,Feel tha critical mass approach horizon
9067,Calm Like a Bomb,Rage Against the Machine,Tha pulse of tha condemned
9068,Calm Like a Bomb,Rage Against the Machine,Sound off America's demise
9069,Calm Like a Bomb,Rage Against the Machine,Tha anti-myth rhythm rock shocker
9070,Calm Like a Bomb,Rage Against the Machine,Yes I spit fire
9071,Calm Like a Bomb,Rage Against the Machine,Hope lies in tha smoldering rubble of empires
9072,Calm Like a Bomb,Rage Against the Machine,Yes back through tha shanties and tha cities remains
9073,Calm Like a Bomb,Rage Against the Machine,Tha same bodies buried hungry
9074,Calm Like a Bomb,Rage Against the Machine,But with different last names
9075,Calm Like a Bomb,Rage Against the Machine,These vultures rob everyone
9076,Calm Like a Bomb,Rage Against the Machine,Leave nothing but chains
9077,Calm Like a Bomb,Rage Against the Machine,Pick a point here at home
9078,Calm Like a Bomb,Rage Against the Machine,Yes tha picture's tha same
9079,Calm Like a Bomb,Rage Against the Machine,There's a field full of slaves
9080,Calm Like a Bomb,Rage Against the Machine,Some corn and some debt
9081,Calm Like a Bomb,Rage Against the Machine,There's a ditch full of bodies
9082,Calm Like a Bomb,Rage Against the Machine,Tha check for tha rent
9083,Calm Like a Bomb,Rage Against the Machine,"There's a tap, tha phone, tha silence of stone"
9084,Calm Like a Bomb,Rage Against the Machine,Tha numb black screen
9085,Calm Like a Bomb,Rage Against the Machine,That be feelin' like home
9087,Calm Like a Bomb,Rage Against the Machine,And tha riot be tha rhyme of tha unheard
9088,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9089,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9090,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9091,Calm Like a Bomb,Rage Against the Machine,"What ya say, what ya say, what ya say, what?"
9093,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9094,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9095,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9096,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9097,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9098,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9099,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9100,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9102,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9103,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9104,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9105,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9106,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9107,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9108,Calm Like a Bomb,Rage Against the Machine,Calm like a bomb
9109,Calm Like a Bomb,Rage Against the Machine,"Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite"
9110,Calm Like a Bomb,Rage Against the Machine,Calm Like a bomb
9112,Calm Like a Bomb,Rage Against the Machine,There's a mass without roofs
9113,Calm Like a Bomb,Rage Against the Machine,There's a prison to fill
9114,Calm Like a Bomb,Rage Against the Machine,There's a country's soul that reads post no bills
9115,Calm Like a Bomb,Rage Against the Machine,There's a strike and a line of cops outside of tha mill
9116,Calm Like a Bomb,Rage Against the Machine,There's a right to obey
9117,Calm Like a Bomb,Rage Against the Machine,And there's a right to kill
9118,Calm Like a Bomb,Rage Against the Machine,There's a mass without roofs
9119,Calm Like a Bomb,Rage Against the Machine,There's a prison to fill
9120,Calm Like a Bomb,Rage Against the Machine,There's a country's soul that reads post no bills
9121,Calm Like a Bomb,Rage Against the Machine,There's a strike and a line of cops outside of tha mill
9122,Calm Like a Bomb,Rage Against the Machine,There's a right to obey
9123,Calm Like a Bomb,Rage Against the Machine,And there's a right to kill
9124,Freedom,Rage Against the Machine,Uggh!
9125,Freedom,Rage Against the Machine,"Pull, pull"
9126,Freedom,Rage Against the Machine,Wuh!
9127,Freedom,Rage Against the Machine,Come on!
9128,Freedom,Rage Against the Machine,Uggh!
9130,Freedom,Rage Against the Machine,"Solo, I'm a soloist on a solo list"
9131,Freedom,Rage Against the Machine,"Al live, never on a floppy disk"
9132,Freedom,Rage Against the Machine,"Inka, inka, bottle of ink"
9133,Freedom,Rage Against the Machine,Paintings of rebellion
9134,Freedom,Rage Against the Machine,Drawn up by the thoughts I think
9135,Freedom,Rage Against the Machine,Yeah!
9136,Freedom,Rage Against the Machine,Come on!
9138,Freedom,Rage Against the Machine,"The militant poet in once again, check it"
9139,Freedom,Rage Against the Machine,It's set up like a deck of cards
9140,Freedom,Rage Against the Machine,They're sending us to early graves
9141,Freedom,Rage Against the Machine,For all the diamonds
9142,Freedom,Rage Against the Machine,They'll use a pair of clubs to beat the spades
9143,Freedom,Rage Against the Machine,With poetry I paint the pictures that hit
9144,Freedom,Rage Against the Machine,More like the murals that fit
9145,Freedom,Rage Against the Machine,Don't turn away
9146,Freedom,Rage Against the Machine,Get in front of it
9148,Freedom,Rage Against the Machine,"Brotha, did ya forget ya name?"
9149,Freedom,Rage Against the Machine,Did ya lose it on the wall
9150,Freedom,Rage Against the Machine,Playin' tic-tac-toe?
9152,Freedom,Rage Against the Machine,"Yo, check the diagonal"
9153,Freedom,Rage Against the Machine,Three brothers gone
9154,Freedom,Rage Against the Machine,Come on
9155,Freedom,Rage Against the Machine,Doesn't that make it three in a row?
9156,Freedom,Rage Against the Machine,Anger is a gift
9158,Freedom,Rage Against the Machine,Come on!
9159,Freedom,Rage Against the Machine,Uggh!
9160,Freedom,Rage Against the Machine,Check that!
9161,Freedom,Rage Against the Machine,Uggh!
9162,Freedom,Rage Against the Machine,Come on
9163,Freedom,Rage Against the Machine,Yeah
9164,Freedom,Rage Against the Machine,Uggh!
9166,Freedom,Rage Against the Machine,"Brotha, did ya forget ya name?"
9167,Freedom,Rage Against the Machine,Did ya lose it on the wall
9168,Freedom,Rage Against the Machine,Playin' tic-tac-toe?
9170,Freedom,Rage Against the Machine,"Yo, check the diagonal"
9171,Freedom,Rage Against the Machine,Three million gone
9172,Freedom,Rage Against the Machine,Come on
9173,Freedom,Rage Against the Machine,Cause they're counting backwards to zero
9175,Freedom,Rage Against the Machine,Environment
9176,Freedom,Rage Against the Machine,The environment exceeding on the level
9177,Freedom,Rage Against the Machine,Of our unconciousness
9178,Freedom,Rage Against the Machine,For example
9179,Freedom,Rage Against the Machine,What does the billboard say
9180,Freedom,Rage Against the Machine,"Come and play, come and play"
9181,Freedom,Rage Against the Machine,Forget about the movement
9182,Freedom,Rage Against the Machine,Anger is a gift
9184,Freedom,Rage Against the Machine,"Freedom, Freedom, yeah right"
9185,Maggie's Farm,Rage Against the Machine,I ain't gonna work on Maggie's farm no more.
9186,Maggie's Farm,Rage Against the Machine,"No, I ain't gonna work on Maggie's farm no more"
9187,Maggie's Farm,Rage Against the Machine,"Well, I wake up in the morning"
9188,Maggie's Farm,Rage Against the Machine,Fold my hands and pray for rain.
9189,Maggie's Farm,Rage Against the Machine,I got a head full of ideas
9190,Maggie's Farm,Rage Against the Machine,That are drivin' me insane
9191,Maggie's Farm,Rage Against the Machine,It's a shame 
9192,Maggie's Farm,Rage Against the Machine,The way she makes me 
9193,Maggie's Farm,Rage Against the Machine,Scrub the floor
9194,Maggie's Farm,Rage Against the Machine,"I ain't gonna work on, nah"
9195,Maggie's Farm,Rage Against the Machine,I ain't gonna work on Maggie's farm no more.
9196,Maggie's Farm,Rage Against the Machine,I ain't gonna work for Maggie's brother no more
9197,Maggie's Farm,Rage Against the Machine,"Nah, I ain't gonna work for Maggie's brother no more"
9198,Maggie's Farm,Rage Against the Machine,"Well, he hands you a nickel"
9199,Maggie's Farm,Rage Against the Machine,And he hands you a dime
9200,Maggie's Farm,Rage Against the Machine,And he asks you with a grin
9201,Maggie's Farm,Rage Against the Machine,If you're havin' a good time
9202,Maggie's Farm,Rage Against the Machine,Then he fines you every time you slam the door
9203,Maggie's Farm,Rage Against the Machine,"I ain't gonna work for, nah"
9204,Maggie's Farm,Rage Against the Machine,I ain't gonna work for Maggie's brother no more
9206,Maggie's Farm,Rage Against the Machine,I ain't gonna work for Maggie's pa no more
9207,Maggie's Farm,Rage Against the Machine,"No, I ain't gonna work for Maggie's pa no more"
9208,Maggie's Farm,Rage Against the Machine,"Well, he puts his cigar"
9209,Maggie's Farm,Rage Against the Machine,Out in your face just for kicks
9210,Maggie's Farm,Rage Against the Machine,His bedroom window
9211,Maggie's Farm,Rage Against the Machine,It is made out of bricks
9212,Maggie's Farm,Rage Against the Machine,The National Guard stands around his door
9213,Maggie's Farm,Rage Against the Machine,"I ain't gonna work, nah "
9214,Maggie's Farm,Rage Against the Machine,I ain't gonna work for Maggie's pa no more
9215,Maggie's Farm,Rage Against the Machine,I ain't gonna work for Maggie's ma no more
9216,Maggie's Farm,Rage Against the Machine,"No, I ain't gonna work for Maggie's ma no more"
9217,Maggie's Farm,Rage Against the Machine,"Well, she talks to all the servants"
9218,Maggie's Farm,Rage Against the Machine,About man and God and law
9219,Maggie's Farm,Rage Against the Machine,And everybody says
